timestamp,open,high,low,close,volume,ema12,ema144,ema169,ema576,ema676,adosc,rsi,obv,volume_oscillator,k,d,j
2023-10-05 05:50:00,1641.83,1642.1,1639.14,1639.94,2623.13,1639.94,1639.94,1639.94,1639.94,1639.94,,,2623.13,,,,
2023-10-05 05:55:00,1639.94,1640.84,1638.91,1639.24,1099.93,1639.8323076923077,1639.9303448275862,1639.9317647058826,1639.9375736568459,1639.937932053176,,,1523.2,,,,
2023-10-05 06:00:00,1639.24,1639.82,1638.0,1639.51,1425.63,1639.7827218934913,1639.9245469678951,1639.9268027681665,1639.9360915991097,1639.9366678521326,,,2948.83,,,,
2023-10-05 06:05:00,1639.51,1640.32,1639.12,1640.02,539.17,1639.8192262175694,1639.9258635614412,1639.927899206188,1639.936382442787,1639.9369140327763,,,3488.0,,,,
2023-10-05 06:10:00,1640.02,1640.02,1638.48,1638.99,1115.11,1639.691652953328,1639.9129550985247,1639.91686509788,1639.9331020876991,1639.9341166501094,,,2372.8900000000003,,,,
2023-10-05 06:15:00,1638.99,1639.2,1637.59,1637.99,711.61,1639.4298601912774,1639.8864315799242,1639.8941960967284,1639.926366898487,1639.9283733217487,,,1661.2800000000002,,,,
2023-10-05 06:20:00,1637.99,1638.0,1635.99,1637.14,3216.52,1639.077574008004,1639.8485497650286,1639.861793789708,1639.9167087809878,1639.920135882098,,,-1555.2399999999998,,,,
2023-10-05 06:25:00,1637.14,1637.48,1636.5,1636.88,1193.88,1638.7394856990802,1639.8076042510281,1639.8267138627702,1639.9061829273276,1639.9111546830372,,,-2749.12,,,,
2023-10-05 06:30:00,1636.88,1637.42,1635.61,1637.2,905.2,1638.5026417453755,1639.7716372958414,1639.7958113467378,1639.8968027438705,1639.9031453634418,,,-1843.9199999999998,,,,
2023-10-05 06:35:00,1637.2,1637.49,1636.69,1637.49,255.56,1638.3468507076254,1639.7401664365882,1639.7686841544232,1639.8884602733544,1639.8960164258835,,,-1588.36,,,,
2023-10-05 06:40:00,1637.49,1637.7,1637.18,1637.65,302.96,1638.2396429064524,1639.711336554704,1639.7437584584889,1639.8807013122682,1639.889381222262,,,-1285.3999999999999,,,,
2023-10-05 06:45:00,1637.65,1638.77,1637.6,1638.7,2321.2,1638.3104670746905,1639.697387084984,1639.7314789472125,1639.8766087600593,1639.8858675406602,,,1035.8,,,,
2023-10-05 06:50:00,1638.7,1638.7,1637.95,1637.95,542.38,1638.2550106016613,1639.6732851941567,1639.710520371363,1639.8699307400937,1639.880148581899,,,493.41999999999996,,,,
2023-10-05 06:55:00,1637.95,1638.02,1637.16,1637.17,308.96,1638.0880858937135,1639.6387571225132,1639.6806318964057,1639.8605722279963,1639.8721422345375,,,184.45999999999998,,,,
2023-10-05 07:00:00,1637.17,1637.17,1636.21,1636.21,543.73,1637.7991496023728,1639.5914639208233,1639.6398009329187,1639.8479185980898,1639.8613234982465,,29.115341545352262,-359.27000000000004,,,,
2023-10-05 07:05:00,1636.21,1636.73,1635.98,1636.72,418.14,1637.6331265866233,1639.5518575219153,1639.605450333708,1639.8370765925506,1639.8520433697436,,33.222429603180586,58.86999999999995,,,,
2023-10-05 07:10:00,1636.72,1636.73,1633.62,1633.95,1969.06,1637.0664917271429,1639.474590521613,1639.5389156238998,1639.816670781138,1639.8346074956823,,24.813162323826692,-1910.19,,,,
2023-10-05 07:15:00,1633.95,1635.13,1633.0,1633.01,2850.67,1636.442416076813,1639.3854237557975,1639.4621048518538,1639.7930774682052,1639.8144461736863,,22.712197901795054,-4760.860000000001,,,,
2023-10-05 07:20:00,1633.01,1633.56,1632.0,1633.56,1769.25,1635.998967449611,1639.3050730833036,1639.392668324185,1639.7714723469983,1639.7959692278262,,26.62685079887322,-2991.6100000000006,,,,
2023-10-05 07:25:00,1633.56,1633.56,1631.45,1632.9,2221.26,1635.522203226594,1639.2167272476718,1639.3162839909594,1639.7476544185859,1639.7755970883054,,24.991041798131235,-5212.870000000001,,,,
2023-10-05 07:30:00,1632.9,1632.9,1632.19,1632.53,705.51,1635.0618642686566,1639.1244965270141,1639.2364453557718,1639.7226365523168,1639.7541920747506,,24.097277029679958,-5918.380000000001,,,,
2023-10-05 07:35:00,1632.53,1632.53,1630.76,1632.47,1525.19,1634.6631159196324,1639.0327103680208,1639.1568401162922,1639.6974974308182,1639.7326730435107,,23.94770958883825,-7443.5700000000015,,,,
2023-10-05 07:40:00,1632.47,1633.75,1631.34,1633.74,2312.8,1634.5210980858428,1638.959707466393,1639.0931125855122,1639.6768475263787,1639.7149694303837,,33.37417438593612,-5130.770000000001,,,,
2023-10-05 07:45:00,1633.74,1634.42,1633.6,1633.72,567.21,1634.3978522264824,1638.8874356392703,1639.029899496271,1639.6561998746408,1639.6972590332482,,33.30416664219845,-5697.980000000001,,,,
2023-10-05 07:50:00,1633.72,1633.72,1632.73,1633.43,837.48,1634.2489518839468,1638.8121606649356,1638.9640183257268,1639.6346185925797,1639.6787442355135,,32.24786206106152,-6535.460000000001,,,,
2023-10-05 07:55:00,1633.43,1635.18,1633.43,1634.97,846.35,1634.3598823633397,1638.7591653454194,1638.9170298748359,1639.6184500705951,1639.664833617388,,42.650178667996244,-5689.110000000001,,,,
2023-10-05 08:00:00,1634.97,1636.27,1634.44,1635.73,767.63,1634.5706696920565,1638.717383754448,1638.8795354057202,1639.6049719074388,1639.6532092935554,,46.9768153428858,-4921.4800000000005,,,,
2023-10-05 08:05:00,1635.73,1635.74,1635.0,1635.04,301.8,1634.642874354817,1638.6666612199037,1638.834364400947,1639.589148781243,1639.6395809056867,2817.90420903385,43.749706013348295,-5223.280000000001,-65.35299068728308,,,
2023-10-05 08:10:00,1635.04,1635.05,1634.71,1634.72,780.75,1634.6547398386913,1638.6122245134222,1638.785960113877,1639.5722713157968,1639.6250474318147,2169.7358918352566,42.29846260298596,-6004.030000000001,-48.42448004960724,,,
2023-10-05 08:15:00,1634.72,1634.72,1634.16,1634.49,1100.37,1634.6293952481235,1638.5553662442715,1638.735419406655,1639.554655124061,1639.6098774246307,1986.267309040545,41.23959406460271,-7104.400000000001,-26.062172051354736,,,
2023-10-05 08:20:00,1634.49,1634.61,1633.77,1634.0,613.46,1634.5325652099507,1638.4925336064193,1638.6797085901062,1639.5354015534401,1639.593304670053,1672.1335485567229,38.99967962869246,-7717.860000000001,-41.7067261007544,,,
2023-10-05 08:25:00,1634.0,1635.03,1633.98,1635.03,299.01,1634.609093639189,1638.4447745221928,1638.6367708419875,1639.519784910274,1639.5798237109095,1676.4826781281013,45.678703584841344,-7418.85,-62.66278152711774,,,
2023-10-05 08:30:00,1635.03,1635.56,1635.02,1635.11,577.19,1634.6861561562368,1638.3987776322315,1638.5952794203172,1639.5044996939473,1639.566618914127,1370.7613270082516,46.171683390326926,-6841.66,-53.41943251570722,,,
2023-10-05 08:35:00,1635.11,1636.52,1634.91,1636.52,1876.32,1634.9682859783543,1638.3728634579936,1638.5708643683136,1639.49415480766,1639.5576185628297,2334.3373984074587,54.08140818324888,-4965.34,19.706846626114427,,,
2023-10-05 08:40:00,1636.52,1636.52,1635.71,1635.95,562.71,1635.1193189047613,1638.3394446516766,1638.540030669863,1639.4818700422954,1639.546960900901,2389.028074023494,50.8297212250554,-5528.05,-25.958463921050935,,,
2023-10-05 08:45:00,1635.95,1636.75,1635.95,1636.26,560.39,1635.2948083040287,1638.310762656481,1638.5132067796294,1639.4707023818369,1639.5372505289633,2220.797877995176,52.50236792637574,-4967.66,-40.72859902134963,,,
2023-10-05 08:50:00,1636.26,1637.88,1636.26,1637.37,1234.44,1635.6140685649473,1638.29778661984,1638.4997572881043,1639.463420917775,1639.5308480163226,2339.7518227680534,58.010319197223005,-3733.22,-6.764621246307798,,,
2023-10-05 08:55:00,1637.37,1638.0,1637.27,1637.27,578.53,1635.868827247263,1638.2836102526699,1638.485289555303,1639.455818072306,1639.5241689970721,1923.3057218231743,57.36492322373156,-4311.75,-32.15673730246207,,,
2023-10-05 09:00:00,1637.27,1637.28,1636.1,1636.48,616.89,1635.9628538246072,1638.2587328698742,1638.4616979134762,1639.4455032782946,1639.5151758833438,1574.3981299363286,52.40468133543965,-4928.64,-37.4732306426783,,,
2023-10-05 09:05:00,1636.48,1636.98,1636.32,1636.98,142.29,1636.1193378515907,1638.2410951751172,1638.4442661733178,1639.4369573397219,1639.5076864420341,1478.7772391237982,55.05365946788198,-4786.35,-68.21621724327598,,,
2023-10-05 09:10:00,1636.98,1637.91,1636.54,1637.38,1057.58,1636.313285874423,1638.229218000288,1638.4317453948083,1639.4298275049223,1639.5014008100045,1524.1457564361067,57.110225089413255,-3728.7700000000004,-18.309632656677277,,,
2023-10-05 09:15:00,1637.38,1639.3,1637.37,1638.94,2082.75,1636.7173957398963,1638.2390218899393,1638.437724860752,1639.4281296626177,1639.4997423142586,2248.6075407103126,64.02393540351103,-1646.0200000000004,55.529263984823345,,,
2023-10-05 09:20:00,1638.94,1640.98,1638.91,1639.74,2001.1,1637.1824117799124,1638.2597250362849,1638.4530457447433,1639.4292106689863,1639.500452085856,2133.1555260842597,66.96485841800161,355.0799999999995,66.87011108093392,,,
2023-10-05 09:25:00,1639.74,1640.09,1638.64,1638.64,457.46,1637.4066561214645,1638.264970208198,1638.45524520657,1639.4264751034093,1639.4979101299157,1725.8251065527602,59.73416154537981,-102.3800000000005,-13.868291024169455,,,
2023-10-05 09:30:00,1638.64,1639.2,1638.63,1639.0,428.41,1637.6517859489315,1638.2751085501538,1638.4616540864927,1639.4249968534841,1639.4964391989558,1596.4330517124076,61.21035574970456,326.0299999999995,-42.5526010841475,,,
2023-10-05 09:35:00,1639.0,1639.01,1637.77,1637.78,310.88,1637.6715111875576,1638.2682794667035,1638.4536346266516,1639.4192949579783,1639.4913684775408,1300.0613319075428,53.98701536097331,15.149999999999523,-58.91917190387922,,,
2023-10-05 09:40:00,1637.78,1638.43,1637.77,1637.93,398.59,1637.711278697164,1638.2636135430248,1638.4474742192792,1639.4141327570842,1639.486755867563,1025.5824541096322,54.6949222986403,413.7399999999995,-57.692236386729,,,
2023-10-05 09:45:00,1637.93,1637.94,1637.92,1637.92,241.66,1637.7433896668313,1638.2588740458798,1638.4412686402288,1639.4089537873888,1639.482127342105,748.8056780523666,54.63457514950686,172.0799999999995,-67.22103153095651,,,
2023-10-05 09:50:00,1637.92,1638.62,1637.62,1637.62,393.79,1637.724406641165,1638.2500619900745,1638.4316066562262,1639.4027529077098,1639.4766262273572,393.112854308049,52.754081995139245,-221.71000000000052,-58.26700704571022,,,
2023-10-05 09:55:00,1637.62,1637.9,1637.58,1637.67,1113.17,1637.716036388678,1638.242061135039,1638.4226465779177,1639.3967468317733,1639.4712890745436,-26.436285442442568,53.04416825410293,891.4599999999996,-2.1900406639054024,,,
2023-10-05 10:00:00,1637.67,1637.94,1637.66,1637.68,277.04,1637.7104923288814,1638.2343085676591,1638.4139095593541,1639.3907962361693,1639.4659972308966,-297.3575521427156,53.1061827376314,1168.4999999999995,-43.79055598265979,,,
2023-10-05 10:05:00,1637.68,1637.69,1637.45,1637.68,226.37,1637.7058012013613,1638.226662932243,1638.4052753292442,1639.3848662665466,1639.4607210204656,-243.73847925768405,53.1061827376314,1168.4999999999995,-61.350244539313216,,,
