Datetime,Open,High,Low,Close,Volume
2023-07-01 09:00:00,1934.11,1936.13,1924.25,1929.2,14412.9689
2023-07-01 10:00:00,1929.2,1930.33,1920.44,1920.69,9623.0659
2023-07-01 11:00:00,1920.7,1922.65,1917.28,1920.16,7997.5855
2023-07-01 12:00:00,1920.15,1920.93,1909.44,1915.2,11373.8248
2023-07-01 13:00:00,1915.2,1919.14,1914.54,1919.07,3934.3874
2023-07-01 14:00:00,1919.08,1922.17,1915.13,1920.83,7446.8613
2023-07-01 15:00:00,1920.83,1920.91,1912.51,1920.05,7645.7622
2023-07-01 16:00:00,1920.04,1920.41,1911.6,1915.32,8190.5091
2023-07-01 17:00:00,1915.33,1919.83,1913.8,1916.93,5272.0261
2023-07-01 18:00:00,1916.94,1926.04,1915.84,1922.42,10944.4614
2023-07-01 19:00:00,1922.42,1926.87,1920.86,1922.55,6882.1509
2023-07-01 20:00:00,1922.56,1927.73,1921.96,1927.01,7664.6457
2023-07-01 21:00:00,1927.01,1929.87,1922.8,1923.5,10196.3205
2023-07-01 22:00:00,1923.49,1925.8,1921.45,1923.06,7108.954
2023-07-01 23:00:00,1923.06,1924.4,1917.5,1922.63,8599.9263
2023-07-02 00:00:00,1922.63,1923.97,1916.92,1919.62,6642.5015
2023-07-02 01:00:00,1919.61,1921.11,1916.6,1918.31,5109.6579
2023-07-02 02:00:00,1918.31,1921.37,1918.3,1921.26,3362.2662
2023-07-02 03:00:00,1921.26,1924.2,1921.26,1922.6,3677.8801
2023-07-02 04:00:00,1922.6,1924.1,1921.75,1922.8,2676.2595
2023-07-02 05:00:00,1922.8,1923.3,1921.56,1922.86,1943.5641
2023-07-02 06:00:00,1922.86,1927.32,1920.63,1922.74,4903.4367
2023-07-02 07:00:00,1922.74,1925.45,1920.69,1924.5,2676.2762
2023-07-02 09:00:00,1920.99,1923.64,1918.37,1920.33,6558.9204
2023-07-02 10:00:00,1920.33,1923.5,1911.26,1919.57,8971.9059
2023-07-02 11:00:00,1919.58,1919.58,1911.4,1913.91,6467.443
2023-07-02 12:00:00,1913.91,1916.15,1910.06,1913.41,5856.2779
2023-07-02 13:00:00,1913.42,1915.94,1911.91,1913.9,4934.1798
2023-07-02 14:00:00,1913.89,1916.77,1912.8,1913.6,4075.6671
2023-07-02 15:00:00,1913.59,1916.4,1912.5,1914.97,5315.0617
2023-07-02 16:00:00,1914.96,1918.0,1912.06,1912.07,4385.775
2023-07-02 17:00:00,1912.07,1919.64,1911.83,1917.78,5818.4625
2023-07-02 18:00:00,1917.79,1919.5,1915.34,1917.12,7180.6601
2023-07-02 19:00:00,1917.12,1922.4,1916.44,1919.99,4954.9573
2023-07-02 20:00:00,1919.99,1921.15,1916.41,1917.79,4246.9675
2023-07-02 21:00:00,1917.8,1918.88,1913.62,1915.87,5751.5885
2023-07-02 22:00:00,1915.87,1927.5,1915.43,1925.81,8744.4413
2023-07-02 23:00:00,1925.8,1927.61,1885.75,1918.61,38052.2329
2023-07-03 00:00:00,1918.6,1924.2,1916.2,1917.5,9859.2385
2023-07-03 01:00:00,1917.51,1918.0,1905.77,1907.27,11579.2247
2023-07-03 02:00:00,1907.26,1912.12,1901.61,1912.12,8985.4473
2023-07-03 03:00:00,1912.11,1914.47,1910.81,1914.12,3080.4439
2023-07-03 04:00:00,1914.12,1920.39,1911.26,1918.39,4090.4824
2023-07-03 05:00:00,1918.39,1924.98,1917.83,1921.0,6308.2416
2023-07-03 06:00:00,1921.01,1959.2,1912.28,1942.05,65668.796
2023-07-03 07:00:00,1942.04,1944.09,1930.61,1937.48,15266.6715
2023-07-03 09:00:00,1934.87,1949.86,1934.69,1944.99,13737.2833
2023-07-03 10:00:00,1944.99,1953.5,1944.98,1949.18,11896.0463
2023-07-03 11:00:00,1949.17,1951.14,1948.0,1949.01,5271.2924
2023-07-03 12:00:00,1949.0,1951.97,1941.75,1948.9,12951.1953
2023-07-03 13:00:00,1948.89,1949.59,1944.73,1945.57,6391.5914
2023-07-03 14:00:00,1945.58,1948.82,1942.3,1947.85,8608.9522
2023-07-03 15:00:00,1947.86,1973.76,1947.85,1966.83,31449.7813
2023-07-03 16:00:00,1966.83,1976.0,1958.86,1960.02,23854.6457
2023-07-03 17:00:00,1960.01,1963.5,1955.36,1955.91,9216.2492
2023-07-03 18:00:00,1955.92,1963.0,1954.6,1962.46,11624.936
2023-07-03 19:00:00,1962.45,1966.66,1960.93,1962.01,8321.308
2023-07-03 20:00:00,1962.0,1967.24,1954.6,1966.69,15046.7807
2023-07-03 21:00:00,1966.69,1971.4,1961.73,1963.99,13659.9262
2023-07-03 22:00:00,1963.99,1967.0,1957.7,1960.5,11955.1418
2023-07-03 23:00:00,1960.49,1976.16,1960.0,1968.17,28876.366
2023-07-04 00:00:00,1968.17,1970.3,1953.26,1964.11,22935.0481
2023-07-04 01:00:00,1964.12,1966.65,1959.2,1964.21,10644.895
2023-07-04 02:00:00,1964.22,1971.81,1960.0,1970.5,12262.0461
2023-07-04 03:00:00,1970.51,1974.71,1964.14,1967.4,17362.4476
2023-07-04 04:00:00,1967.39,1968.0,1955.77,1958.52,12692.5914
2023-07-04 05:00:00,1958.52,1959.5,1948.22,1957.4,14353.018
2023-07-04 06:00:00,1957.41,1958.89,1952.69,1955.34,5162.156
2023-07-04 07:00:00,1955.34,1955.93,1950.43,1955.54,5562.7777
2023-07-04 09:00:00,1951.6,1959.35,1950.34,1954.24,12831.3138
2023-07-04 10:00:00,1954.24,1956.99,1952.81,1956.6,8490.7305
2023-07-04 11:00:00,1956.6,1967.08,1954.34,1963.34,11448.9999
2023-07-04 12:00:00,1963.34,1963.35,1948.59,1954.01,9411.3246
2023-07-04 13:00:00,1954.01,1955.0,1951.51,1952.12,6783.9414
2023-07-04 14:00:00,1952.13,1957.0,1946.39,1953.5,8987.0101
