,Symbol,Strategy,開倉放向,開倉時間,關倉時間,open_bb_high,open_bb_mid,open_bb_low,open_kt_high,open_kt_low,open_kdj,close_bb_high,close_bb_mid,close_bb_low,close_kt_high,close_kt_low,close_kdj,開倉價格,平倉價格,止損價格,倉位總數量,倉位總金額,平倉數量,剩餘倉位,開倉原因,平倉原因,實際收益,收益率,帳戶總金額
0,BTCUSDT,Bollinger,多,2023-04-09 15:15:00,2023-04-09 21:00:00,28108.675541788536,27986.51,27864.34445821146,28031.347725685126,27891.3137556727,23.401562368402807,27941.39091359631,27893.845,27846.29908640369,27964.55552379108,27850.937102278447,72.37746738338717,27891.7,27899.0,27831.2,34.060311849044695,949999.9999999999,34.060311849044695,0.0,【Case1 做多開倉】Long_Singal AND kdj上穿20 AND K線收漲,【Case1 做多止盈】kdj下穿80,248.6402764980015,0.03%,1000248.640276498
1,BTCUSDT,Bollinger,多,2023-04-10 13:30:00,2023-04-10 13:45:00,28349.247561081844,28280.545000000002,28211.84243891816,28349.0713751857,28190.56283343206,40.425353128772514,28331.52674184116,28275.73,28219.93325815884,28349.60267278706,28190.390182629006,44.246874596048826,28278.8,28271.7,28220.0,33.60230888626984,950232.9725330474,33.60230888626984,0.0,【Case1 做多開倉】Long_Singal AND kdj上穿20 AND K線收漲,【Case1 做多止盈】kdj下穿80,-238.57639309246696,-0.03%,1000006.6578522207
2,BTCUSDT,Bollinger,空,2023-04-10 16:30:00,2023-04-10 20:30:00,28331.51383859463,28269.940000000002,28208.366161405374,28352.246535564525,28209.589920370832,74.65497899966371,28341.31383075226,28301.075,28260.83616924774,28351.156096370058,28232.81470994838,32.623651822842476,28310.0,28284.1,28383.0,-33.557270397725524,950006.3249596095,33.557270397725524,0.0,【Case-1 做空開倉】Short_Singal AND KDJ下穿80 AND K線收跌,【Case-1 做空止盈】kdj上穿20,869.1333033011399,0.09%,1000875.7911555215
3,BTCUSDT,Bollinger,多,2023-04-10 22:00:00,2023-04-10 23:45:00,28348.38391319782,28281.905,28215.426086802177,28333.078181280347,28203.149021774938,37.40071546106941,28453.854728308746,28303.27,28152.685271691254,28448.507257531674,28201.06285779147,66.97792147058055,28242.6,28427.7,28191.0,33.66670170375367,950835.1895384332,33.66670170375367,0.0,【Case1 做多開倉】Long_Singal AND kdj上穿20 AND K線收漲,【Case1 做多止盈】kdj下穿80,6231.706485364877,0.66%,1007110.8533679262
4,BTCUSDT,Bollinger,空,2023-04-13 09:15:00,2023-04-13 09:30:00,30001.211488558984,29918.085,29834.958511441015,30039.73865037855,29814.425999514624,82.07751607911982,30020.315150537466,29926.07,29831.824849462533,30059.277826532976,29815.02352337037,90.6490207547663,29960.0,30032.8,29983.0,-31.934422920545053,956755.3106995298,31.934422920545053,0.0,【Case-1 做空開倉】Short_Singal AND KDJ下穿80 AND K線收跌,【Case-1 做空止損】close大於stop_loss,-2324.8259886156566,-0.24%,1004786.0273793106
5,BTCUSDT,Bollinger,空,2023-04-14 10:15:00,2023-04-14 13:30:00,30951.59890032901,30499.135,30046.671099670988,30740.2552400248,30398.7983124564,69.46540137825431,30851.089532930037,30724.77,30598.450467069964,30799.431372595645,30548.991474566945,81.19191219418678,30734.4,30811.9,30805.4,-31.058024877027766,954549.7597805222,31.058024877027766,0.0,【Case-1 做空開倉】Short_Singal AND KDJ下穿80 AND K線收跌,【Case-1 做空止損】close大於stop_loss,-2406.996927969652,-0.25%,1002382.2238936329
6,BTCUSDT,Bollinger,多,2023-04-14 23:30:00,2023-04-15 05:00:00,30964.504601208573,30638.99,30313.47539879143,30799.23104754329,30367.136126036647,19.587499883488363,30477.956509618954,30283.635,30089.313490381042,30502.339389307126,30210.677573190114,79.05311148207343,30269.1,30434.9,30080.1,31.45981090242485,952260.1621865879,31.45981090242485,0.0,【Case1 做多開倉】Long_Singal AND kdj上穿20 AND K線收漲,【Case1 做多止盈】kdj下穿80,5216.036647622132,0.5499999999999999%,1007595.1547387673
7,BTCUSDT,Bollinger,空,2023-04-15 08:30:00,2023-04-15 12:30:00,30513.331226055023,30417.25,30321.168773944977,30540.142910082057,30279.117257520284,49.62759959396436,30468.941853697168,30378.345,30287.748146302834,30450.734755664886,30289.725967925482,22.63525162167724,30380.7,30355.1,30527.1,-31.507449982517343,957218.3856838647,31.507449982517343,0.0,【Case-1 做空開倉】Short_Singal AND KDJ下穿80 AND K線收跌,【Case-1 做空止盈】kdj上穿20,806.5907195525127,0.08%,1008404.8914394102
8,BTCUSDT,Bollinger,多,2023-04-16 21:45:00,2023-04-17 00:00:00,30303.271107491644,30256.645,30210.018892508357,30320.80512541459,30188.057459109208,48.53153928913769,30339.691850013976,30265.454999999998,30191.21814998602,30345.780593708292,30222.78408551949,73.54048584909918,30241.0,30302.7,30142.5,31.678338906366832,957984.6468674394,31.678338906366832,0.0,【Case1 做多開倉】Long_Singal AND kdj上穿20 AND K線收漲,【Case1 做多止盈】kdj下穿80,1954.5535105228566,0.2%,1010359.4449499329
9,BTCUSDT,Bollinger,多,2023-04-17 09:15:00,2023-04-17 09:30:00,30571.517203485364,30216.129999999997,29860.74279651463,30331.116241409323,29984.88046965472,26.31036845621223,30560.032065939857,30195.675,29831.317934060142,30306.038504132244,29972.606139211413,32.026154083247135,29930.7,29961.9,29868.0,32.06879467244121,959841.472702436,32.06879467244121,0.0,【Case1 做多開倉】Long_Singal AND kdj上穿20 AND K線收漲,【Case1 做多止盈】kdj下穿80,1000.546393780189,0.1%,1011359.9913437131
10,BTCUSDT,Bollinger,多,2023-04-17 16:30:00,2023-04-17 18:15:00,30017.28635844735,29921.625,29825.96364155265,30010.94274958853,29829.570205124914,39.33421604910568,29981.51778100017,29894.875,29808.23221899983,29979.59744681577,29816.608586999715,25.124426098695295,29900.2,29833.3,29850.0,32.13319460207736,960788.9452410334,32.13319460207736,0.0,【Case1 做多開倉】Long_Singal AND kdj上穿20 AND K線收漲,【Case1 做多止損】close小於stop_loss,-2149.7107188790224,-0.22%,1009207.0737453668
11,BTCUSDT,Bollinger,多,2023-04-18 00:00:00,2023-04-18 03:30:00,29652.867718461286,29452.390000000003,29251.91228153872,29625.089775026518,29326.53401180967,22.472299334073092,29566.157545518636,29445.95,29325.742454481366,29597.631962950578,29371.180391603648,79.14512370227092,29380.1,29479.3,29330.0,32.63241675163159,958743.6674046111,32.63241675163159,0.0,【Case1 做多開倉】Long_Singal AND kdj上穿20 AND K線收漲,【Case1 做多止盈】kdj下穿80,3237.1357417618774,0.33999999999999997%,1012440.9961676685
12,BTCUSDT,Bollinger,多,2023-04-19 15:15:00,2023-04-19 16:00:00,30320.78401241995,30173.454999999998,30026.125987580046,30285.96149627504,30038.353568126837,33.039338484545766,30473.800911077647,30123.184999999998,29772.569088922348,30307.703153325827,29849.48875108325,23.05315143955496,30095.8,29440.1,30010.0,31.958577155592646,961818.9463592852,31.958577155592646,0.0,【Case1 做多開倉】Long_Singal AND kdj上穿20 AND K線收漲,【Case1 做多止損】close小於stop_loss,-20955.239040922123,-2.18%,991485.7571267463
13,BTCUSDT,Bollinger,多,2023-04-20 20:15:00,2023-04-20 21:30:00,28966.455266768196,28798.145,28629.834733231804,28969.161576877552,28582.65232040608,50.65515549543143,28934.875912745323,28782.93,28630.984087254677,28981.61092363899,28591.81196919596,74.1999788656641,28708.7,28744.0,28300.0,32.80916353598663,941908.4332055793,32.80916353598663,0.0,【Case1 做多開倉】Long_Singal AND kdj上穿20 AND K線收漲,【Case1 做多止盈】kdj下穿80,1158.1634728203042,0.12%,992640.7247418512
14,BTCUSDT,Bollinger,多,2023-04-21 04:30:00,2023-04-21 04:45:00,28698.73452065154,28360.254999999997,28021.775479348456,28581.803382702325,28101.288590380107,33.00657179529744,28685.570820452005,28345.27,28004.969179547996,28558.47925101639,28096.242057962954,30.578100637372145,28230.6,28192.6,28200.9,33.40377776259657,943008.6885047586,33.40377776259657,0.0,【Case1 做多開倉】Long_Singal AND kdj上穿20 AND K線收漲,【Case1 做多止損】close小於stop_loss,-1269.3435549786695,-0.13%,991371.3811868726
